文件名,顺序,Eye study,语言,省份,省份,省份4分 1=high；2=Upper-middle；3=lower-middle; 4= low,省份3分 1=high；2=middle；3=low,省份3分 1=high；2=middle；3=low(修改四川安徽）,随访,随访次,0：不可用；1：可用；2潜力，需整体近视率补充数据；3潜力，需补充整体城乡数据,不可用理由,我们使用为1,年份,时间分组1:1995-2003；2:2004-2007；3:2008-2011；4:2012-2015；5:2016-2019；6:2020-2023,验光方式1非散瞳；2散瞳；3试片,城市/农村 0=农村，1=城市，2=农村及城市，3=不清楚划分,高度近视人数,男性人数,男性近视人数,男性近视率,男性城市人数,男性城市近视人数,男性农村人数,男性农村近视人数,男性高度近视,男性城市高度近视人数,男性农村高度近视人数,女性人数,女性近视人数,女性近视率,女性城市人数,女性城市近视人数,女性农村人数,女性农村近视人数,女性高度近视,女性城市高度近视人数,女性农村高度近视人数,学前人数,学前近视人数,学前总近视率,学前城市人数,学前城市近视人数,学前城市患病率,学前农村人数,学前农村近视人数,学前农村近视率,学前高度近视人数,学前城市高度近视人数,学前农村高度近视人数,1-3年级城市人数,1-3年级城市近视人数,1-3年级城市患病率,1-3年级农村人数,1-3年级农村近视人数,1-3年级农村患病率,4-6年级城市人数,4-6年级城市近视人数,4-6年级城市患病率,4-6年级农村人数,4-6年级农村近视人数,4-6年级农村患病率,7-9年级城市人数,7-9年级城市近视人数,7-9年级城市近视率,7-9年级农村人数,7-9年级农村近视人数,7-9年级农村近视率,10-12年级城市人数,10-12年级城市近视人数,10-12年级城市近视率,10-12年级农村人数,10-12年级农村近视人数,10-12年级农村近视率,同年同省小学生人口数,同年同省初中人口数,同年同省小学初中人口总数,离群,备注
Peng Lu 2008,052,,0 ,63 ,青海,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2005 ,2 ,2 ,0 ,3 ,645 ,34 ,5.27%,0 ,0 ,645 ,34 ,,,,439 ,50 ,11.39%,0 ,0 ,439 ,50 ,,,,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,542 ,23 ,4.31%,0 ,0 ,,542 ,60 ,11.09%,\,\,,\,\,,\,\,,\,\,,506853,226991,733844,1 ,
Peng Wei 2022,053,,0 ,34 ,安徽,4 ,3 ,2 ,0 ,1 ,1 ,,1 ,2020 ,6 ,2 ,2 ,,3286 ,1982 ,60.32%,,,,,,,,2868 ,2053 ,71.58%,,,,,,,,\,\,,\,\,,\,\,,\,\,\,\,\,,\,\,,\,\,,\,\,,2645 ,1801 ,68.09%,3509 ,2234 ,63.66%,\,\,,\,\,,4682378,2239554,6921932,,
Xuehan Qian 2018,084,,0 ,54 ,西藏,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2017 ,5 ,1 ,0 ,,1671 ,,,,,,,,,,1558 ,,,,,,,,,,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,1211 ,123 ,10.16%,0 ,0 ,,1211 ,309 ,25.55%,0 ,0 ,,404 ,157 ,38.82%,0 ,0 ,,404 ,174 ,43.17%,315122,124571,439693,,"地点是西藏的乃东区,暂时算作rural；验光用的是Spot™ 视力筛查仪"
Yang Zhang 2019,099,,0 ,53 ,云南,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2019 ,5 ,2 ,2 ,106 ,12431 ,2140 ,17.22%,0 ,0 ,12431 ,2140 ,48 ,0 ,48 ,11865 ,2256 ,19.01%,0 ,0 ,11865 ,2256 ,58 ,0 ,58 ,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,8579 ,681 ,7.94%,0 ,0 ,,15717 ,3715 ,23.64%,\,\,,\,\,,\,\,,\,\,,3851042,1845363,5696405,,
郭振 2020,122,,1 ,45 ,广西,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2019 ,5 ,1 ,3 ,,635 ,212 ,33.36%,0 ,0 ,635 ,212 ,,,,556 ,217 ,39.05%,0 ,0 ,556 ,217 ,,,,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,638 ,114 ,17.80%,0 ,0 ,,553 ,315 ,57.05%,\,\,,\,\,,\,\,,\,\,,4950349,2204864,7155213,,检索了同一作和通讯的文章，没找到分开描述数据的文章
郭振 2020,123,,1 ,52 ,贵州,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2019 ,5 ,1 ,3 ,,371 ,97 ,26.12%,0 ,0 ,371 ,97 ,,,,324 ,99 ,30.58%,0 ,0 ,324 ,99 ,,,,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,372 ,52 ,13.94%,0 ,0 ,,323 ,144 ,44.66%,\,\,,\,\,,\,\,,\,\,,3882991,1792803,5675794,,检索了同一作和通讯的文章，没找到分开描述数据的文章
郭振 2020,124,,1 ,62 ,甘肃,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2019 ,5 ,1 ,3 ,,218 ,61 ,28.08%,0 ,0 ,218 ,61 ,,,,218 ,63 ,28.77%,0 ,0 ,218 ,63 ,,,,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,219 ,33 ,14.98%,0 ,0 ,,190 ,91 ,48.02%,\,\,,\,\,,\,\,,\,\,,1941406,881781,2823187,,检索了同一作和通讯的文章，没找到分开描述数据的文章
黄晓兰 2022,127,,1 ,45 ,广西,4 ,3 ,3 ,2 ,1 ,1 ,,1 ,2018 ,5 ,1 ,0 ,,1065 ,407 ,38.22%,0 ,0 ,1065 ,407 ,,,,807 ,426 ,52.79%,0 ,0 ,807 ,426 ,,,,156 ,9 ,5.77%,0 ,0 ,,156 ,9 ,5.77%,,,,0 ,0 ,,556 ,80 ,14.35%,0 ,0 ,,556 ,219 ,39.33%,0 ,0 ,,536 ,279 ,52.05%,0 ,0 ,,224 ,169 ,75.45%,4767771,2126353,6894124,,
黄晓兰 2022,128,,1 ,45 ,广西,4 ,3 ,3 ,2 ,2 ,0 ,随访重复,,2019 ,5 ,1 ,0 ,,1110 ,410 ,36.94%,0 ,0 ,1110 ,410 ,,,,905 ,433 ,47.85%,0 ,0 ,905 ,433 ,,,,128 ,16 ,12.50%,0 ,0 ,,128 ,16 ,12.50%,,,,0 ,0 ,,587 ,79 ,13.49%,0 ,0 ,,587 ,217 ,36.98%,0 ,0 ,,577 ,354 ,61.35%,0 ,0 ,,264 ,195 ,73.86%,4950349,2204864,7155213,,
黄晓兰 2022,129,,1 ,45 ,广西,4 ,3 ,3 ,2 ,3 ,1 ,,1 ,2020 ,6 ,1 ,0 ,,1036 ,467 ,45.08%,0 ,0 ,1036 ,467 ,,,,956 ,471 ,49.27%,0 ,0 ,956 ,471 ,,,,149 ,29 ,19.46%,0 ,0 ,,149 ,29 ,19.46%,,,,0 ,0 ,,594 ,90 ,15.19%,0 ,0 ,,594 ,247 ,41.62%,0 ,0 ,,533 ,322 ,60.41%,0 ,0 ,,271 ,241 ,88.93%,5071781,2254893,7326674,,
李春丽2017,131,,1 ,62 ,甘肃,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2014 ,4 ,1 ,3 ,328 ,1297 ,899 ,69.31%,,,,,89 ,,,1057 ,701 ,66.32%,,,,,74 ,,,\,\,,\,\,,\,\,,\,\,\,326 ,129 ,39.55%,326 ,113 ,34.64%,282 ,201 ,71.56%,282 ,176 ,62.68%,354 ,314 ,88.92%,354 ,275 ,77.89%,216 ,214 ,98.95%,216 ,187 ,86.67%,1802371,970919,2773290,,
蔺琪 2022,134,,1 ,63 ,青海,4 ,3 ,3 ,1 ,1 ,1 ,,1 ,2020 ,6 ,2 ,1 ,16 ,1288 ,294 ,22.83%,1288 ,294 ,0 ,0 ,,,,1201 ,359 ,29.89%,1201 ,359 ,0 ,0 ,,,,\,\,,\,\,,\,\,,\,\,\,1412 ,215 ,15.23%,0 ,0 ,,1077 ,477 ,44.33%,0 ,0 ,,\,\,,\,\,,\,\,,\,\,,507745,224530,732275,,
蔺琪 2022,135,,1 ,63 ,青海,4 ,3 ,3 ,1 ,2 ,0 ,随访重复,,2021 ,6 ,2 ,1 ,,1288 ,369 ,28.65%,1288 ,369 ,0 ,0 ,,,,1201 ,451 ,37.55%,1201 ,451 ,0 ,0 ,,,,\,\,,\,\,,\,\,,\,\,\,903 ,135 ,14.98%,0 ,0 ,,1586 ,655 ,41.30%,0 ,0 ,,\,\,,\,\,,\,\,,\,\,,517669,222217,739886,,
莫海明 2008,139,,1 ,45 ,广西,4 ,3 ,3 ,0 ,1 ,2 ,,1 ,2006 ,2 ,2 ,1 ,,15796 ,,,,,,,,,,15602 ,,,,,,,,,,20060 ,,,,,,,,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,4601201,2290412,6891613,,汇报的很差
宋晓珍 2010,140,,1 ,62 ,甘肃,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2006 ,2 ,2 ,2 ,,1944 ,,,,,,,,,,1656 ,,,,,,,,,,\,\,,\,\,,\,\,,\,\,\,548 ,55 ,10.07%,302 ,10 ,3.45%,548 ,128 ,23.41%,302 ,24 ,8.02%,548 ,241 ,44.02%,302 ,46 ,15.09%,548 ,416 ,62.66%,302 ,65 ,21.48%,2984425,1444489,4428914,,城乡分布分别汇报了城市，农村和少数民族的人数；不确定使用的是不是等效球镜
孙莉 2016,142,,1 ,62 ,甘肃,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2012 ,4 ,2 ,0 ,,1296 ,186 ,14.35%,0 ,0 ,1296 ,186 ,,,,1242 ,246 ,19.81%,0 ,0 ,1242 ,246 ,,,,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,1270 ,114 ,8.98%,0 ,0 ,,1268 ,318 ,25.08%,\,\,,\,\,,\,\,,\,\,,2063549,1180171,3243720,,不确定使用的是不是等效球镜，进行的是主觉验光
王晓华 2017,147,,1 ,51 ,四川,4 ,3 ,2 ,0 ,1 ,0 ,试片,1 ,2012 ,4 ,3 ,2 ,16034 ,115679 ,14676 ,12.69%,,,,,7753 ,,,114876 ,20126 ,17.52%,,,,,8281 ,,,80172 ,2073 ,2.59%,30474 ,850 ,2.79%,49698 ,1223 ,2.46%,104 ,,,13482 ,2040 ,15.13%,21986 ,2936 ,13.35%,13640 ,2327 ,17.06%,22245 ,3350 ,15.06%,17246 ,3959 ,22.95%,28126 ,5698 ,20.26%,12794 ,5091 ,39.79%,20864 ,7328 ,35.12%,5607407,3041867,8649274,1 ,
吴西西 2013,150,,1 ,45 ,广西,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2011 ,3 ,2 ,1 ,26 ,1277 ,,,,,,,,,,1140 ,,,,,,,,,,\,\,,\,\,,\,\,,\,\,\,1341 ,264 ,19.67%,0 ,0 ,,\,\,,\,\,,1076 ,541 ,50.24%,0 ,0 ,,\,\,,\,\,,4270002,2008317,6278319,,
夏九一2022,151,,1 ,54 ,西藏,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2020 ,6 ,1 ,1 ,,457 ,221 ,48.36%,457 ,221 ,0 ,0 ,,,,502 ,301 ,59.96%,502 ,301 ,0 ,0 ,,,,\,\,,\,\,,\,\,,\,\,\,\,\,,\,\,,387 ,136 ,35.14%,0 ,0 ,,391 ,253 ,64.71%,0 ,0 ,,181 ,134 ,74.22%,0 ,0 ,,352875,142938,495813,,
徐越斌2008,162,,1 ,62 ,甘肃,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2006 ,2 ,1 ,1 ,46 ,814 ,691 ,84.89%,814 ,691 ,0 ,0 ,,,,758 ,546 ,72.03%,758 ,546 ,0 ,0 ,,,,\,\,,\,\,,\,\,,\,\,\,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,1572 ,1216 ,77.35%,0 ,0 ,,2984425,1444489,4428914,,具体-0.5是否算近视不明确；不确定是否使用等效球镜
许昭君 2016,163,,1 ,34 ,安徽,4 ,3 ,2 ,0 ,1 ,0 ,试片,1 ,2014 ,4 ,3 ,2 ,,4013 ,2623 ,65.36%,,,,,,,,4017 ,2920 ,72.69%,,,,,,,,\,\,,\,\,,\,\,,\,\,\,\,\,,\,\,,1568 ,951,60.66%,1710 ,870 ,50.87%,1159 ,927 ,79.98%,1263 ,847 ,67.07%,1115 ,1017 ,91.29%,1215 ,931 ,76.56%,4151398,1924134,6075532,,
Chen-Wei Pan 2018,197,Mojiang Myopia Progression Study,0 ,53 ,云南,4 ,3 ,3 ,1 ,1 ,1 ,,1 ,2016 ,5 ,2 ,0 ,12 ,2556 ,302 ,11.82%,0 ,0 ,2556 ,302 ,12 ,0 ,12 ,2222 ,447 ,20.12%,0 ,0 ,2222 ,447 ,6 ,0 ,6 ,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,2432 ,98 ,4.03%,\,\,,\,\,,0 ,0 ,,2346 ,763 ,32.54%,\,\,,\,\,,3766145,1873150,5639295,1 ,
黄柳萌 2021,207,,1 ,54 ,西藏,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2020 ,6 ,2 ,1 ,,1501 ,,,,,,,,,,1145 ,,,,,,,,,,2646 ,35 ,1.32%,2646 ,35 ,1.32%,0 ,0 ,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,352875,142938,495813,,散瞳后电脑验光+主观验光
李龙 2020,215,,1 ,51 ,四川,4 ,3 ,2 ,0 ,1 ,1 ,,1 ,2019 ,5 ,1 ,1 ,,372 ,,,,,,,,,,368 ,,,,,,,,,,740 ,102 ,13.78%,740 ,102 ,13.78%,0 ,0 ,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,5557731,2737192,8294923,,
罗一青2021,240,,1 ,63,青海,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2019 ,5 ,2 ,1 ,,609 ,,,,,,,,,,537 ,,,,,,,,,,1146 ,26 ,2.27%,1146 ,26 ,2.27%,0 ,0 ,,,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,498501,225270,723771,,
韦美荣 2005,249,,1 ,45,广西,4 ,3 ,3 ,0 ,1 ,3 ,,1 ,2003 ,1 ,1 ,3 ,5 ,746 ,,,,,,,,,,757 ,,,,,,,,,,1503 ,376 ,24.98%,,,,,,,5 ,,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,4918503,2449891,7368394,,
李建华 2018,252,,1 ,53,云南,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2017 ,5 ,2 ,0 ,,3639 ,229 ,6.29%,0 ,0 ,3639 ,229 ,,,,3575 ,357 ,9.99%,0 ,0 ,3575 ,357 ,,,,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,2903 ,53 ,1.83%,0 ,0 ,,3571 ,533 ,14.93%,\,\,,\,\,,\,\,,\,\,,3752041,1872808,5624849,1 ,14-15岁人群没有纳入年龄统计
2022柳州筛查数据 学龄前,254,,1 ,45 ,广西,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2022 ,6 ,1 ,1 ,44 ,6603 ,1713 ,25.94%,6603 ,1713 ,0 ,0 ,15 ,15 ,0 ,5814 ,1368 ,23.53%,5814 ,1368 ,0 ,0 ,29 ,29 ,0 ,12425 ,3082 ,24.80%,12425 ,3082 ,24.80%,0 ,0 ,,44 ,44 ,0 ,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,,,,,
2022柳州筛查数据 学龄,255,,1 ,45 ,广西,4 ,3 ,3 ,0 ,1 ,1 ,,1 ,2022 ,6 ,1 ,2 ,,52964 ,26099 ,49.28%,51114 ,25796 ,1850 ,303 ,,,,47907 ,28656 ,59.82%,46256 ,28223 ,1651 ,433 ,,,,\,\,,\,\,,\,\,,\,\,\,22728 ,4081 ,17.96%,1694 ,195 ,11.51%,19018 ,9449 ,49.68%,1807 ,542 ,29.99%,24149 ,18063 ,74.80%,0 ,0 ,,31318 ,22339 ,71.33%,0 ,0 ,,,,,,
Yao Yao 2022,263,The Lhasa Childhood Eye Study (LCES) ,0 ,54 ,西藏,4 ,3 ,3 ,1 ,2 ,1 ,,1 ,2020 ,6 ,2 ,1 ,,961,103,10.72%,961,103,0,0,,,,858,96,11.19%,858,96,0,0,,,,\,\,,\,\,,\,\,,\,\,\,1819 ,199 ,10.94%,0 ,0 ,,\,\,,\,\,,\,\,,\,\,,\,\,,\,\,,352875,142938,495813,,
司宏宗 2006,269,,1,62,甘肃,4 ,3 ,3 ,0,1,1,,1 ,2004,2,2,0 ,,30033,3624,12.07%,0,0,30033,3624,,,,26353,3532,13.40%,0,0,26353,3532,,,,\,\,,\,\,,\,\,,\,\,\,0 ,0 ,,18362 ,1038 ,5.65%,0 ,0 ,,37784 ,6118 ,16.19%,\,\,,\,\,,\,\,,\,\,,3155535,1344797,4500332,,
韩芝明 2005,271,,1,62,甘肃,4 ,3 ,3 ,0,1,1,,1 ,2002,1,2,0 ,,3992,315,7.89%,0,0,3992,315,,,,3507,351,10.01%,0,0,3507,351,,,,2082 ,21 ,1.01%,0 ,0 ,,2082 ,21 ,1.01%,,,,0 ,0 ,,2697 ,156 ,5.78%,0 ,0 ,,2240 ,330 ,14.73%,0 ,0 ,,480 ,159 ,33.13%,\,\,,\,\,,3229371,1260298,4489669,,这个研究很好，但城乡有点不清楚，暂时算作农村
盐亭 2023,275,,1,51,四川,4 ,3 ,2 ,1,2,0,随访重复,,2023,6,1,0,1082,6304,5023,79.68%,0,0,6304,5023,551,0,551,6058,4992,82.40%,0,0,6058,4992,531,0,531,\,\,,\,\,,\,\,,\,\,\,0,0,,3758,2205,58.67%,0,0,,4383,3738,85.28%,0,0,,1127,1063,94.32%,0,0,,3094,3009,97.25%,,,,,
盐亭 2022,276,,1,51,四川,4 ,3 ,2 ,1,1,1,,1 ,2022,6,1,0,641,6154,4777,77.62%,0,0,6154,4777,311,0,311,6111,4815,78.79%,0,0,6111,4815,329,0,329,1527,468,30.65%,0,0,,1527,468,30.65%,7,0,7,0,0,,2779,1698,61.10%,0,0,,4912,4451,90.61%,0,0,,2760,2705,98.01%,0,0,,278,270,97.12%,,,,,
体质健康1995,308,体质健康测试,1,34,安徽,4,3,2,2,1,1,,1 ,1995,1,3,2,,3743,1303,34.82%,1881,776,1862,527,,,,3738,1601,42.82%,1885,957,1854,644,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,197,20.89%,932,113,12.13%,943,330,35.00%,932,165,17.67%,942,550,58.43%,930,365,39.21%,937,656,70.02%,921,528,57.32%,,,,,
体质健康1995,316,体质健康测试,1,45,广西,4,3,3,2,1,1,,1 ,1995,1,3,2,,3743,1093,29.19%,1881,607,1862,485,,,,3738,1433,38.34%,1885,812,1854,621,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,73,7.69%,932,77,8.24%,943,232,24.62%,932,126,13.54%,942,463,49.16%,930,313,33.68%,937,652,69.56%,921,590,64.06%,,,,,
体质健康1995,318,体质健康测试,1,51,四川,4,3,2,2,1,1,,1 ,1995,1,3,2,,3743,1466,39.16%,1881,975,1862,491,,,,3738,1660,44.40%,1885,1066,1854,594,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,235,24.91%,932,111,11.95%,943,376,39.91%,932,128,13.71%,942,662,70.27%,930,305,32.77%,937,768,81.95%,921,541,58.69%,,,,,
体质健康1995,319,体质健康测试,1,52,贵州,4,3,3,2,1,1,,1 ,1995,1,3,2,,3743,953,25.46%,1881,671,1862,282,,,,3738,1171,31.31%,1885,832,1854,339,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,132,14.00%,932,41,4.45%,943,254,26.89%,932,66,7.11%,942,496,52.66%,930,174,18.66%,937,621,66.23%,921,340,36.87%,,,,,
体质健康1995,320,体质健康测试,1,53,云南,4,3,3,2,1,1,,1 ,1995,1,3,2,,3743,1314,35.10%,1881,788,1862,526,,,,3738,1601,42.81%,1885,908,1854,692,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,187,19.84%,932,66,7.11%,943,306,32.43%,932,184,19.70%,942,533,56.58%,930,392,42.11%,937,670,71.54%,921,576,62.54%,,,,,
体质健康1995,322,体质健康测试,1,62,甘肃,4,3,3,2,1,1,,1 ,1995,1,3,2,,3743,1459,38.98%,1881,904,1862,555,,,,3738,1739,46.51%,1885,1020,1854,719,,,,\,\,\,\,\,\,\,\,\,\,\,\,943,182,19.34%,932,169,18.12%,943,363,38.44%,932,247,26.46%,942,633,67.25%,930,373,40.11%,937,745,79.50%,921,486,52.71%,,,,,
体质健康2000,336,体质健康测试,1,34,安徽,4,3,2,2,2,1,,1 ,2000,1,3,2,,3600,1511,41.97%,1800,832,1800,679,,,,3599,1813,50.38%,1800,1014,1799,799,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,195,21.67%,899,123,13.68%,900,326,36.22%,900,198,22.00%,900,588,65.33%,900,474,52.67%,900,737,81.89%,900,683,75.89%,,,,,
体质健康2000,344,体质健康测试,1,45,广西,4,3,3,2,2,1,,1 ,2000,1,3,2,,3599,1036,28.79%,1803,630,1796,406,,,,3605,1335,37.03%,1802,794,1803,541,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,73,8.11%,903,52,5.76%,898,197,21.94%,899,71,7.90%,907,454,50.06%,897,213,23.75%,900,700,77.78%,900,611,67.89%,,,,,
体质健康2000,346,体质健康测试,1,51,四川,4,3,2,2,2,1,,1 ,2000,1,3,2,,3981,1732,43.51%,2042,1083,1939,649,,,,4155,2107,50.71%,2138,1235,2017,872,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,311,34.56%,900,143,15.89%,949,366,38.57%,899,175,19.47%,900,567,63.00%,900,336,37.33%,1431,1074,75.05%,1257,867,68.97%,,,,,
体质健康2000,347,体质健康测试,1,52,贵州,4,3,3,2,2,1,,1 ,2000,1,3,2,,3595,867,24.12%,1795,595,1800,272,,,,3597,1049,29.16%,1788,739,1809,310,,,,\,\,\,\,\,\,\,\,\,\,\,\,899,133,14.79%,900,75,8.33%,900,193,21.44%,897,66,7.36%,890,424,47.64%,905,154,17.02%,894,584,65.32%,907,287,31.64%,,,,,
体质健康2000,348,体质健康测试,1,53,云南,4,3,3,2,2,1,,1 ,2000,1,3,2,,2498,994,39.79%,1259,597,1239,397,,,,2493,1168,46.85%,1250,685,1243,483,,,,\,\,\,\,\,\,\,\,\,\,\,\,625,102,16.32%,614,50,8.14%,631,220,34.87%,620,101,16.29%,631,427,67.67%,625,312,49.92%,622,533,85.69%,623,417,66.93%,,,,,
体质健康2000,351,体质健康测试,1,62,甘肃,4,3,3,2,2,1,,1 ,2000,1,3,2,,4054,1531,37.77%,2107,1026,1947,505,,,,3971,1839,46.31%,2057,1176,1914,663,,,,\,\,\,\,\,\,\,\,\,\,\,\,1055,277,26.26%,995,125,12.56%,968,354,36.57%,898,165,18.37%,1101,699,63.49%,945,262,27.72%,1040,872,83.85%,1023,616,60.22%,,,,,
体质健康2000,352,体质健康测试,1,63,青海,4,3,3,2,2,1,,1 ,2000,1,3,2,,1200,357,29.75%,599,258,601,99,,,,1201,429,35.72%,609,282,592,147,,,,\,\,\,\,\,\,\,\,\,\,\,\,306,29,9.48%,295,11,3.73%,304,95,31.25%,300,21,7.00%,297,163,54.88%,298,59,19.80%,301,253,84.05%,300,155,51.67%,,,,,
体质健康2005,366,体质健康测试,1,34,安徽,4,3,2,2,3,1,,1 ,2005,2,3,2,,3598,1433,39.83%,1798,815,1800,618,,,,3599,1789,49.71%,1800,1010,1799,779,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,185,20.56%,900,145,16.11%,900,301,33.44%,900,204,22.67%,899,587,65.29%,898,397,44.21%,899,752,83.65%,901,651,72.25%,,,,,
体质健康2005,374,体质健康测试,1,45,广西,4,3,3,2,3,1,,1 ,2005,2,3,2,,3598,1377,38.27%,1799,806,1799,571,,,,3600,1723,47.86%,1800,1000,1800,723,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,255,28.33%,899,130,14.46%,900,355,39.44%,900,177,19.67%,899,526,58.51%,900,347,38.56%,900,670,74.44%,900,640,71.11%,,,,,
体质健康2005,376,体质健康测试,1,51,四川,4,3,2,2,3,1,,1 ,2005,2,3,2,,4384,2240,51.09%,2134,1394,2250,846,,,,4602,2695,58.56%,2261,1634,2341,1061,,,,\,\,\,\,\,\,\,\,\,\,\,\,1052,483,45.91%,1116,141,12.63%,1062,699,65.82%,1101,285,25.89%,1058,813,76.84%,1104,515,46.65%,1223,1033,84.46%,1270,966,76.06%,,,,,
体质健康2005,377,体质健康测试,1,52,贵州,4,3,3,2,3,1,,1 ,2005,2,3,2,,3653,962,26.33%,1798,662,1855,300,,,,3631,1249,34.40%,1799,818,1832,431,,,,\,\,\,\,\,\,\,\,\,\,\,\,899,224,24.92%,900,105,11.67%,899,310,34.48%,933,102,10.93%,899,454,50.50%,954,153,16.04%,900,492,54.67%,900,371,41.22%,,,,,
体质健康2005,378,体质健康测试,1,53,云南,4,3,3,2,3,1,,1 ,2005,2,3,2,,3870,1789,46.23%,1960,1003,1910,786,,,,3888,2090,53.76%,1949,1159,1939,931,,,,\,\,\,\,\,\,\,\,\,\,\,\,980,231,23.57%,987,176,17.83%,976,436,44.67%,949,311,32.77%,979,707,72.22%,928,465,50.11%,974,788,80.90%,985,765,77.66%,,,,,
体质健康2005,381,体质健康测试,1,62,甘肃,4,3,3,2,3,1,,1 ,2005,2,3,2,,4320,2173,50.30%,2082,1293,2238,880,,,,4163,2484,59.67%,1984,1409,2179,1075,,,,\,\,\,\,\,\,\,\,\,\,\,\,957,386,40.33%,1121,306,27.30%,1006,588,58.45%,1178,448,38.03%,1046,779,74.47%,1039,474,45.62%,1057,949,89.78%,1079,727,67.38%,,,,,
体质健康2005,382,体质健康测试,1,63,青海,4,3,3,2,3,1,,1 ,2005,2,3,2,,3698,1192,32.23%,1837,710,1861,482,,,,3691,1464,39.66%,1844,943,1847,521,,,,\,\,\,\,\,\,\,\,\,\,\,\,933,192,20.58%,919,53,5.77%,910,279,30.66%,947,147,15.52%,916,590,64.41%,916,276,30.13%,922,592,64.21%,926,527,56.91%,,,,,
体质健康2010,396,体质健康测试,1,34,安徽,4,3,2,2,4,1,,1 ,2010,3,3,2,,3600,1950,54.17%,1800,1156,1800,794,,,,3600,2158,59.94%,1800,1216,1800,942,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,371,41.22%,900,257,28.56%,900,512,56.89%,900,341,37.89%,900,707,78.56%,900,485,53.89%,900,782,86.89%,900,653,72.56%,,,,,
体质健康2010,404,体质健康测试,1,45,广西,4,3,3,2,4,1,,1 ,2010,3,3,2,,3551,1585,44.64%,1785,945,1766,640,,,,3549,2032,57.26%,1786,1128,1763,904,,,,\,\,\,\,\,\,\,\,\,\,\,\,895,300,33.52%,881,194,22.02%,892,508,56.95%,896,280,31.25%,892,589,66.03%,882,444,50.34%,892,676,75.78%,870,626,71.95%,,,,,
体质健康2010,406,体质健康测试,1,51,四川,4,3,2,2,4,1,,1 ,2010,3,3,2,,3587,1918,53.47%,1787,1150,1800,768,,,,3551,2145,60.41%,1751,1167,1800,978,,,,\,\,\,\,\,\,\,\,\,\,\,\,890,358,40.22%,900,287,31.89%,900,555,61.67%,900,303,33.67%,900,691,76.78%,900,499,55.44%,848,713,84.08%,900,657,73.00%,,,,,
体质健康2010,407,体质健康测试,1,52,贵州,4,3,3,2,4,1,,1 ,2010,3,3,2,,3591,1566,43.61%,1795,1015,1796,551,,,,3592,1838,51.17%,1795,1137,1797,701,,,,\,\,\,\,\,\,\,\,\,\,\,\,895,398,44.47%,898,223,24.83%,898,460,51.22%,900,253,28.11%,899,629,69.97%,899,313,34.82%,898,665,74.05%,896,463,51.67%,,,,,
